frame,object_id,lat_dist,long_dist,abs_vel,rel_vel,is_cipv,lane_association,lane_right_boundary,lane_left_boundary,ego_vel,ego_acc,ego_yaw
1000900000,3698,3.442449808,31.28466988,8.445371628,6.973531723,0,3,-1.749773264,1.750261545,1.471841216,4.645317554,-0.057992991
1000900000,3702,-0.067033812,37.34081268,3.525923491,2.054082632,1,1,-1.749773264,1.750261545,1.471841216,4.645317554,-0.057992991
1000900000,3708,-0.13077043,78.5151825,5.389934063,3.918092966,0,1,-1.749773264,1.750261545,1.471841216,4.645317554,-0.057992991
1000900000,3701,3.401642084,57.12844086,3.26398015,1.792139173,0,3,-1.749773264,1.750261545,1.471841216,4.645317554,-0.057992991
1000900000,3705,-0.096060403,55.53514862,2.296260118,0.824418902,0,1,-1.749773264,1.750261545,1.471841216,4.645317554,-0.057992991
1000900000,3709,-3.62842226,75.87254333,2.932590723,1.460749626,0,2,-1.749773264,1.750261545,1.471841216,4.645317554,-0.057992991
1000900000,3706,-3.595748901,55.64981842,1.223680496,-0.24816069,0,2,-1.749773264,1.750261545,1.471841216,4.645317554,-0.057992991
1000950000,3703,-3.616110086,43.98616409,1.116217494,-0.623426199,0,2,-1.749773264,1.750261545,1.739643693,5.356011391,-0.041129852
1000950000,3698,3.411945581,31.64337349,8.8647995,7.125155449,0,3,-1.749773264,1.750261545,1.739643693,5.356011391,-0.041129852
1000950000,3702,-0.102456301,37.44301224,3.665374279,1.925730586,1,1,-1.749773264,1.750261545,1.739643693,5.356011391,-0.041129852
1000950000,3708,-0.200572714,78.7017746,5.329724789,3.590081453,0,1,-1.749773264,1.750261545,1.739643693,5.356011391,-0.041129852
1000950000,3701,3.349608183,57.21907425,3.424823761,1.685180068,0,3,-1.749773264,1.750261545,1.739643693,5.356011391,-0.041129852
1000950000,3705,-0.146209329,55.57953644,2.591288805,0.851644993,0,1,-1.749773264,1.750261545,1.739643693,5.356011391,-0.041129852
1000950000,3709,-3.695892096,75.94615936,3.216406584,1.476762772,0,2,-1.749773264,1.750261545,1.739643693,5.356011391,-0.041129852
1000950000,3706,-3.645847797,55.64344406,1.65593636,-0.083707362,0,2,-1.749773264,1.750261545,1.739643693,5.356011391,-0.041129852
1001000000,3703,-3.534601927,43.9589386,1.396484613,-0.651448965,0,2,-1.749040842,1.750993967,2.047933578,6.165585518,-0.075250269
